sex;salary-class;race;workclass;marital-status;occupation;education;native-country
Male;<=50K;White;Private;Separated;Farming-fishing;HS-grad;United-States
Female;<=50K;White;State-gov;Never-married;Exec-managerial;Assoc-voc;United-States
Female;<=50K;White;Private;Divorced;Prof-specialty;Some-college;United-States
Female;<=50K;Asian-Pac-Islander;Private;Never-married;Sales;HS-grad;United-States
Male;<=50K;White;Private;Divorced;Craft-repair;HS-grad;United-States
Female;<=50K;White;Private;Never-married;Adm-clerical;HS-grad;United-States
Female;<=50K;White;Private;Never-married;Prof-specialty;Some-college;United-States
Female;<=50K;Black;Private;Separated;Other-service;HS-grad;United-States
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;HS-grad;United-States
Female;<=50K;White;Local-gov;Never-married;Prof-specialty;Bachelors;United-States
Female;<=50K;White;Private;Never-married;Sales;Some-college;United-States
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States
Male;<=50K;White;Private;Married-civ-spouse;Prof-specialty;Bachelors;Germany
Female;<=50K;White;Private;Never-married;Exec-managerial;Masters;United-States
Male;<=50K;White;State-gov;Never-married;Other-service;Some-college;United-States
Female;<=50K;White;Private;Never-married;Other-service;10th;United-States
Male;<=50K;White;Private;Divorced;Sales;10th;United-States
Male;>50K;White;Private;Married-civ-spouse;Transport-moving;Some-college;United-States
Male;<=50K;White;Private;Never-married;Craft-repair;Some-college;United-States
Female;<=50K;White;Private;Never-married;Exec-managerial;HS-grad;United-States
Male;<=50K;White;Private;Married-civ-spouse;Handlers-cleaners;HS-grad;United-States
Male;<=50K;White;Private;Never-married;Transport-moving;HS-grad;United-States
Male;<=50K;White;Private;Married-civ-spouse;Transport-moving;HS-grad;United-States
Male;<=50K;Asian-Pac-Islander;Private;Never-married;Transport-moving;Some-college;United-States
Female;<=50K;White;State-gov;Never-married;Adm-clerical;Some-college;United-States
Male;<=50K;White;Private;Married-civ-spouse;Transport-moving;11th;United-States
Male;<=50K;Black;Private;Divorced;Transport-moving;Some-college;United-States
Male;<=50K;White;Private;Married-civ-spouse;Sales;Some-college;United-States
Female;<=50K;White;Private;Never-married;Other-service;Some-college;United-States
Male;>50K;White;Private;Married-civ-spouse;Craft-repair;Some-college;United-States
Male;<=50K;White;Private;Married-civ-spouse;Prof-specialty;Assoc-acdm;United-States
Male;>50K;White;Federal-gov;Married-civ-spouse;Adm-clerical;Some-college;Philippines
Male;>50K;White;Private;Married-civ-spouse;Other-service;HS-grad;El-Salvador
Male;<=50K;Black;Private;Never-married;Other-service;HS-grad;United-States
Female;<=50K;White;Private;Never-married;Adm-clerical;Some-college;United-States
Female;<=50K;Black;Private;Married-civ-spouse;Handlers-cleaners;HS-grad;United-States
Female;<=50K;White;Private;Divorced;Tech-support;Assoc-acdm;United-States
Male;<=50K;White;Private;Never-married;Handlers-cleaners;9th;United-States
Male;<=50K;White;Private;Never-married;Other-service;11th;United-States
Female;<=50K;White;State-gov;Never-married;Prof-specialty;Doctorate;United-States
Male;>50K;White;Federal-gov;Married-civ-spouse;Adm-clerical;Assoc-voc;United-States
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;Some-college;United-States
Male;<=50K;Amer-Indian-Eskimo;Local-gov;Divorced;Prof-specialty;Masters;United-States
Female;<=50K;White;Private;Never-married;Other-service;Some-college;United-States
Male;<=50K;Black;Private;Married-civ-spouse;Transport-moving;HS-grad;United-States
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad;United-States
Female;>50K;White;Private;Married-civ-spouse;Adm-clerical;Masters;United-States
Male;<=50K;White;Private;Divorced;Craft-repair;Some-college;United-States
Male;<=50K;White;Private;Never-married;Other-service;HS-grad;United-States
Female;>50K;White;Private;Never-married;Prof-specialty;Bachelors;United-States
Female;<=50K;White;Private;Never-married;Adm-clerical;Assoc-voc;United-States
Female;<=50K;White;Private;Never-married;Tech-support;Some-college;United-States
Male;>50K;Asian-Pac-Islander;Private;Married-civ-spouse;Exec-managerial;Bachelors;China
Male;>50K;White;Private;Married-civ-spouse;Tech-support;Some-college;United-States
Male;>50K;White;Self-emp-not-inc;Divorced;Sales;Some-college;United-States
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad;United-States
Female;<=50K;Black;Private;Married-spouse-absent;Other-service;HS-grad;United-States
Male;<=50K;Asian-Pac-Islander;Private;Married-civ-spouse;Craft-repair;Some-college;Philippines
Male;>50K;Asian-Pac-Islander;Private;Married-civ-spouse;Adm-clerical;Bachelors;United-States
Male;<=50K;Asian-Pac-Islander;Self-emp-not-inc;Married-civ-spouse;Exec-managerial;Some-college;United-States
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Bachelors;United-States
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad;United-States
Male;<=50K;White;Private;Never-married;Handlers-cleaners;10th;United-States
Male;>50K;White;Private;Divorced;Exec-managerial;Bachelors;United-States
Female;<=50K;White;Private;Married-civ-spouse;Transport-moving;Assoc-voc;United-States
Male;>50K;White;Federal-gov;Married-civ-spouse;Exec-managerial;Bachelors;United-States
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad;United-States
Male;<=50K;White;Private;Married-civ-spouse;Handlers-cleaners;HS-grad;United-States
Female;<=50K;White;Private;Never-married;Exec-managerial;Bachelors;United-States
Male;<=50K;White;Private;Married-civ-spouse;Sales;Some-college;United-States
Female;<=50K;White;Private;Never-married;Sales;HS-grad;United-States
Male;<=50K;White;Private;Never-married;Handlers-cleaners;HS-grad;United-States
Male;>50K;White;Private;Married-civ-spouse;Transport-moving;Bachelors;United-States
Male;<=50K;White;Self-emp-inc;Never-married;Sales;HS-grad;United-States
Male;<=50K;White;Private;Never-married;Machine-op-inspct;HS-grad;United-States
Male;<=50K;White;Private;Divorced;Craft-repair;HS-grad;United-States
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;11th;United-States
Male;<=50K;Black;Local-gov;Never-married;Protective-serv;HS-grad;United-States
Female;<=50K;Black;Private;Widowed;Other-service;5th-6th;United-States
Male;<=50K;White;Local-gov;Married-civ-spouse;Exec-managerial;HS-grad;United-States
Female;<=50K;White;Private;Never-married;Sales;Bachelors;United-States
Male;>50K;White;Self-emp-not-inc;Married-civ-spouse;Transport-moving;Bachelors;United-States
Male;<=50K;White;Self-emp-not-inc;Divorced;Craft-repair;HS-grad;United-States
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States
Male;<=50K;Black;Private;Never-married;Adm-clerical;10th;United-States
Male;<=50K;White;Private;Never-married;Craft-repair;Assoc-voc;United-States
Female;<=50K;White;Private;Never-married;Sales;Some-college;United-States
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;Some-college;United-States
Female;<=50K;White;State-gov;Never-married;Adm-clerical;Some-college;United-States
Male;>50K;White;State-gov;Married-civ-spouse;Prof-specialty;Bachelors;United-States
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States
Female;<=50K;White;Private;Never-married;Tech-support;Some-college;United-States
Female;<=50K;White;Private;Never-married;Sales;Some-college;United-States
Male;<=50K;White;Private;Never-married;Machine-op-inspct;HS-grad;United-States
Female;>50K;White;Private;Divorced;Prof-specialty;Doctorate;United-States
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States
Male;<=50K;White;Self-emp-not-inc;Widowed;Sales;1st-4th;Mexico
Female;<=50K;White;Private;Divorced;Exec-managerial;Some-college;United-States
Female;<=50K;White;Private;Never-married;Sales;Bachelors;United-States
Female;<=50K;White;Self-emp-not-inc;Divorced;Adm-clerical;Assoc-acdm;United-States
Male;<=50K;White;Private;Never-married;Adm-clerical;HS-grad;United-States
Female;<=50K;White;Federal-gov;Never-married;Adm-clerical;HS-grad;United-States
Male;<=50K;Black;Private;Divorced;Transport-moving;HS-grad;United-States
Male;<=50K;White;Private;Never-married;Other-service;HS-grad;United-States
Male;<=50K;White;Private;Never-married;Machine-op-inspct;11th;United-States
Male;<=50K;White;Private;Never-married;Protective-serv;Some-college;United-States
Male;<=50K;White;Private;Married-civ-spouse;Exec-managerial;Assoc-acdm;United-States
Male;<=50K;White;Private;Never-married;Machine-op-inspct;HS-grad;United-States
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad;United-States
Female;>50K;White;Self-emp-inc;Married-civ-spouse;Exec-managerial;Prof-school;United-States
Male;>50K;White;Self-emp-inc;Married-civ-spouse;Exec-managerial;Some-college;United-States
Female;<=50K;Black;Private;Separated;Priv-house-serv;7th-8th;United-States
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;10th;United-States
Male;<=50K;Black;Private;Divorced;Adm-clerical;Some-college;United-States
Female;<=50K;White;Private;Never-married;Prof-specialty;Bachelors;United-States
Male;<=50K;White;Private;Never-married;Prof-specialty;Bachelors;United-States
Male;<=50K;White;State-gov;Never-married;Prof-specialty;Masters;United-States
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Farming-fishing;HS-grad;United-States
Female;>50K;White;Private;Divorced;Adm-clerical;HS-grad;United-States
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Some-college;United-States
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;Some-college;United-States
Male;<=50K;Black;Private;Divorced;Handlers-cleaners;HS-grad;United-States
Male;>50K;White;Federal-gov;Married-civ-spouse;Prof-specialty;Some-college;United-States
Male;<=50K;White;Private;Divorced;Protective-serv;Masters;United-States
Male;<=50K;White;Local-gov;Married-civ-spouse;Prof-specialty;Bachelors;United-States
Female;<=50K;Black;Private;Never-married;Other-service;Bachelors;Jamaica
Male;>50K;White;Federal-gov;Married-AF-spouse;Prof-specialty;Bachelors;United-States
Male;>50K;White;Self-emp-not-inc;Never-married;Farming-fishing;HS-grad;United-States
Female;<=50K;White;Private;Divorced;Machine-op-inspct;HS-grad;United-States
Female;<=50K;White;Private;Divorced;Sales;Bachelors;United-States
Male;<=50K;White;Private;Divorced;Handlers-cleaners;10th;United-States
Male;<=50K;Asian-Pac-Islander;Private;Married-civ-spouse;Tech-support;Prof-school;India
Female;<=50K;White;Self-emp-inc;Never-married;Adm-clerical;Assoc-voc;United-States
Male;<=50K;Asian-Pac-Islander;Private;Never-married;Adm-clerical;Assoc-voc;Vietnam
Female;<=50K;White;Private;Never-married;Adm-clerical;HS-grad;United-States
Male;>50K;White;Private;Married-civ-spouse;Sales;Bachelors;United-States
Male;>50K;White;Self-emp-inc;Married-civ-spouse;Sales;Bachelors;United-States
Male;<=50K;White;Private;Divorced;Exec-managerial;Bachelors;United-States
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States
Male;<=50K;White;Private;Never-married;Adm-clerical;Some-college;United-States
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Craft-repair;9th;United-States
Female;<=50K;White;Private;Never-married;Prof-specialty;Assoc-acdm;United-States
Male;>50K;White;Self-emp-inc;Divorced;Exec-managerial;Bachelors;United-States
Male;<=50K;White;Private;Married-civ-spouse;Handlers-cleaners;HS-grad;United-States
Male;>50K;White;Private;Married-civ-spouse;Sales;HS-grad;United-States
Female;<=50K;White;Private;Married-civ-spouse;Adm-clerical;11th;United-States
Female;<=50K;White;State-gov;Divorced;Prof-specialty;Some-college;United-States
Male;<=50K;White;Private;Married-civ-spouse;Exec-managerial;Some-college;Puerto-Rico
Female;<=50K;White;Private;Divorced;Machine-op-inspct;HS-grad;United-States
Male;<=50K;White;State-gov;Married-civ-spouse;Prof-specialty;Assoc-voc;United-States
Male;<=50K;White;Private;Married-spouse-absent;Machine-op-inspct;Assoc-voc;United-States
Male;<=50K;White;Private;Never-married;Transport-moving;HS-grad;United-States
Female;<=50K;White;Private;Separated;Craft-repair;HS-grad;United-States
Female;>50K;White;Private;Never-married;Prof-specialty;Some-college;United-States
Male;>50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad;United-States
Male;>50K;White;Self-emp-inc;Married-civ-spouse;Exec-managerial;Bachelors;United-States
Female;<=50K;White;Private;Married-civ-spouse;Other-service;11th;United-States
Male;>50K;White;Private;Married-civ-spouse;Transport-moving;Assoc-voc;United-States
Female;<=50K;White;State-gov;Divorced;Adm-clerical;Some-college;United-States
Male;<=50K;White;Private;Married-civ-spouse;Exec-managerial;Some-college;United-States
Female;<=50K;White;Federal-gov;Never-married;Prof-specialty;Some-college;United-States
Female;<=50K;White;Private;Married-civ-spouse;Tech-support;Some-college;United-States
Male;>50K;White;Private;Married-civ-spouse;Sales;Assoc-acdm;United-States
Male;>50K;White;Private;Divorced;Exec-managerial;Bachelors;United-States
Male;<=50K;White;Private;Married-civ-spouse;Handlers-cleaners;HS-grad;United-States
Female;<=50K;White;Private;Never-married;Adm-clerical;Some-college;United-States
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;7th-8th;Mexico
Male;>50K;White;Private;Married-civ-spouse;Sales;Some-college;United-States
Female;<=50K;White;Private;Never-married;Handlers-cleaners;HS-grad;United-States
Female;<=50K;White;Private;Divorced;Prof-specialty;Some-college;United-States
Female;<=50K;White;Local-gov;Never-married;Prof-specialty;Masters;United-States
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Transport-moving;HS-grad;United-States
Female;<=50K;White;Private;Never-married;Other-service;11th;United-States
Male;>50K;White;Private;Married-civ-spouse;Sales;Bachelors;United-States
Female;<=50K;White;Self-emp-inc;Never-married;Adm-clerical;Some-college;United-States
Female;>50K;White;Private;Divorced;Prof-specialty;Bachelors;United-States
Male;<=50K;White;Private;Divorced;Transport-moving;7th-8th;United-States
Male;<=50K;White;Private;Never-married;Prof-specialty;Bachelors;United-States
Female;<=50K;White;Private;Never-married;Other-service;Assoc-acdm;United-States
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Masters;United-States
Male;>50K;Black;Federal-gov;Married-civ-spouse;Adm-clerical;HS-grad;United-States
Male;<=50K;White;Private;Never-married;Other-service;10th;United-States
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;1st-4th;Mexico
Female;<=50K;White;Private;Never-married;Exec-managerial;Bachelors;United-States
Female;<=50K;White;Self-emp-inc;Divorced;Sales;Assoc-voc;United-States
Male;>50K;White;Self-emp-inc;Divorced;Exec-managerial;HS-grad;United-States
Female;<=50K;White;Private;Never-married;Adm-clerical;Assoc-acdm;United-States
Male;<=50K;White;Local-gov;Divorced;Prof-specialty;Bachelors;United-States
Male;<=50K;White;Private;Divorced;Exec-managerial;Bachelors;United-States
Female;<=50K;White;Private;Never-married;Exec-managerial;9th;United-States
Female;<=50K;White;Private;Married-spouse-absent;Prof-specialty;Bachelors;United-States
Male;<=50K;White;Private;Divorced;Tech-support;Masters;United-States
Male;>50K;White;Private;Married-civ-spouse;Handlers-cleaners;Bachelors;United-States
Female;<=50K;White;Private;Never-married;Exec-managerial;Bachelors;United-States
Male;>50K;White;Self-emp-inc;Married-civ-spouse;Exec-managerial;Bachelors;United-States
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Farming-fishing;Assoc-voc;United-States
Female;<=50K;White;Private;Married-civ-spouse;Sales;HS-grad;United-States
Male;<=50K;White;Private;Divorced;Transport-moving;HS-grad;United-States
Male;<=50K;White;Private;Never-married;Handlers-cleaners;Some-college;United-States
Female;<=50K;White;Private;Never-married;Adm-clerical;HS-grad;United-States
Male;<=50K;White;Self-emp-inc;Never-married;Craft-repair;HS-grad;United-States
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;Assoc-voc;United-States
Male;>50K;White;Private;Married-civ-spouse;Sales;Bachelors;Mexico
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States
Female;<=50K;White;Private;Married-civ-spouse;Prof-specialty;Bachelors;United-States
